Image,Ground Truth Season,a photo of spring,a photo of summer,a photo of autumn,a photo of winter,blooming flowers,dense green trees,colorful leaves,bare trees,a colorful wildflowers,sunlit wheat fields,yellow leaves,icy rivers,green grass and fresh buds on trees,dense green trees in summer,brown leaves in fall,cold weather with bare trees
/mnt/lake/VBags/161114/frame0240.jpg,Autumn,0.6914,0.1832,0.09656,0.02898,0.02303,0.02303,0.00468,0.949,0.009796,0.0001522,0.9243,0.0659,0.1537,0.003906,0.4377,0.4048
/mnt/lake/VBags/161114/frame0294.jpg,Autumn,0.3987,0.2167,0.287,0.09766,0.006767,0.03033,0.004578,0.9585,0.001652,0.0001477,0.6357,0.3623,0.037,0.002327,0.5693,0.3914
/mnt/lake/VBags/161114/frame0244.jpg,Autumn,0.5034,0.257,0.142,0.0976,0.007015,0.02776,0.002073,0.9634,0.001702,0.0001386,0.8887,0.1095,0.0711,0.007263,0.486,0.4355
/mnt/lake/VBags/161114/frame0036.jpg,Autumn,0.2286,0.2632,0.462,0.04645,0.01278,0.010765,0.007515,0.9688,0.000177,5.88e-05,0.986,0.01385,0.02959,0.001863,0.787,0.1813
/mnt/lake/VBags/161114/frame0128.jpg,Autumn,0.5464,0.1043,0.2542,0.095,0.0319,0.03555,0.0153,0.9175,0.000717,0.0001704,0.979,0.02031,0.2358,0.001801,0.515,0.2472
/mnt/lake/VBags/161114/frame0243.jpg,Autumn,0.8247,0.09546,0.038,0.04172,0.013054,0.02477,0.003101,0.959,0.001423,0.0001262,0.8887,0.10956,0.2411,0.005672,0.1375,0.6157
/mnt/lake/VBags/161114/frame0189.jpg,Autumn,0.4368,0.2266,0.04126,0.2954,0.0586,0.02258,0.002495,0.9165,0.001884,0.0002756,0.903,0.09515,0.2084,0.003475,0.2805,0.508
/mnt/lake/VBags/161114/frame0245.jpg,Autumn,0.576,0.1306,0.1227,0.1704,0.006477,0.0295,0.002659,0.9614,0.001151,8.67e-05,0.754,0.2448,0.05505,0.005802,0.5063,0.4329
/mnt/lake/VBags/161114/frame0281.jpg,Autumn,0.0987,0.4856,0.3782,0.03745,0.00406,0.05783,0.004898,0.933,0.0004458,3.517e-05,0.913,0.0863,0.00835,0.0191,0.717,0.2556
/mnt/lake/VBags/161114/frame0037.jpg,Autumn,0.2932,0.2468,0.3706,0.0894,0.09814,0.009415,0.01787,0.8745,0.001532,6.13e-05,0.9136,0.08496,0.013855,0.0003414,0.8984,0.0876
/mnt/lake/VBags/161114/frame0175.jpg,Autumn,0.12146,0.756,0.0946,0.02797,0.02782,0.2479,0.01796,0.706,0.0004618,3.4e-05,0.976,0.02332,0.01209,0.04355,0.9023,0.0422
/mnt/lake/VBags/161114/frame0029.jpg,Autumn,0.1631,0.5347,0.2605,0.04187,0.01238,0.09436,0.01163,0.882,0.0003145,0.000182,0.952,0.0474,0.02017,0.01955,0.871,0.089
/mnt/lake/VBags/161114/frame0127.jpg,Autumn,0.5034,0.1313,0.2166,0.1488,0.005875,0.00527,0.0008464,0.988,0.001634,0.00354,0.937,0.05804,0.0826,0.0004833,0.02943,0.8877
/mnt/lake/VBags/161114/frame0224.jpg,Autumn,0.5596,0.2406,0.02658,0.1733,0.03226,0.00925,0.000783,0.9575,0.001773,0.0003545,0.688,0.31,0.0934,0.003096,0.358,0.546
/mnt/lake/VBags/161114/frame0033.jpg,Autumn,0.4836,0.4072,0.02522,0.08405,0.01455,0.02594,0.001213,0.9585,0.002226,0.0006084,0.8174,0.1796,0.16,0.01942,0.244,0.5767
/mnt/lake/VBags/161114/frame0222.jpg,Autumn,0.3826,0.157,0.0952,0.365,0.004177,0.00438,0.000583,0.9907,0.0003786,4.214e-05,0.4185,0.581,0.00978,0.000984,0.345,0.6445
/mnt/lake/VBags/161114/frame0208.jpg,Autumn,0.6304,0.211,0.05255,0.10614,0.006233,0.008,0.000768,0.985,0.001106,0.0006657,0.821,0.1775,0.0928,0.002935,0.3787,0.526
/mnt/lake/VBags/161114/frame0197.jpg,Autumn,0.5093,0.2522,0.12103,0.1173,0.04004,0.04398,0.004635,0.911,0.003157,0.00104,0.862,0.1342,0.1672,0.00505,0.641,0.1865
/mnt/lake/VBags/161114/frame0287.jpg,Autumn,0.3022,0.1804,0.37,0.1472,0.014046,0.0702,0.00525,0.9106,0.002066,0.0001723,0.639,0.3586,0.01457,0.003862,0.7837,0.1981
/mnt/lake/VBags/161114/frame0249.jpg,Autumn,0.5054,0.10754,0.0508,0.3364,0.002687,0.00953,0.0005293,0.9873,0.0001413,1.514e-05,0.1422,0.8574,0.02702,0.001782,0.2408,0.7305
/mnt/lake/VBags/161114/frame0200.jpg,Autumn,0.2546,0.601,0.0219,0.1222,0.067,0.005947,0.001931,0.9253,0.004,0.000981,0.8315,0.1637,0.02985,0.001332,0.5996,0.3694
/mnt/lake/VBags/161114/frame0239.jpg,Autumn,0.2456,0.104,0.4734,0.1769,0.007965,0.03513,0.007362,0.9497,0.0007977,0.000315,0.531,0.4683,0.01363,0.00309,0.6777,0.3054
/mnt/lake/VBags/161114/frame0257.jpg,Autumn,0.2993,0.3784,0.2123,0.1101,0.02022,0.1145,0.005703,0.8594,0.001671,9.14e-05,0.643,0.3552,0.02744,0.014915,0.8403,0.1173
/mnt/lake/VBags/161123/frame0309.jpg,Autumn,0.0918,0.05396,0.793,0.06116,0.01706,0.0517,0.04288,0.888,0.0008755,1.657e-05,0.9907,0.00831,0.003273,0.001595,0.8936,0.1018
/mnt/lake/VBags/161123/frame0056.jpg,Autumn,0.07336,0.05365,0.7886,0.0844,0.01564,0.02501,0.02106,0.9385,0.0001209,3.743e-05,0.995,0.004906,0.003653,0.0009985,0.88,0.1154
/mnt/lake/VBags/161123/frame0262.jpg,Autumn,0.07166,0.0199,0.701,0.2073,0.01157,0.006004,0.01907,0.9634,0.000567,8.56e-05,0.9937,0.00555,0.00813,7.73e-05,0.843,0.1488
/mnt/lake/VBags/161123/frame0026.jpg,Autumn,0.07056,0.01869,0.6484,0.2622,0.0038,0.001852,0.004654,0.9897,9.4e-05,1.1e-05,0.9785,0.0216,0.001909,0.00010943,0.4255,0.5728
/mnt/lake/VBags/161123/frame0261.jpg,Autumn,0.08844,0.03802,0.614,0.2598,0.01405,0.02142,0.00981,0.9546,0.002462,0.000109,0.7617,0.236,0.004105,0.0005555,0.712,0.2832
/mnt/lake/VBags/161123/frame0025.jpg,Autumn,0.09534,0.0362,0.584,0.2847,0.00543,0.01726,0.005264,0.972,0.0004666,1.943e-05,0.8374,0.1624,0.00452,0.001294,0.692,0.3022
/mnt/lake/VBags/161123/frame0258.jpg,Autumn,0.2029,0.012184,0.569,0.216,0.01438,0.001978,0.006283,0.9775,0.0004194,4.894e-05,0.9893,0.01048,0.03787,0.0001168,0.4473,0.5146
/mnt/lake/VBags/161123/frame0064.jpg,Autumn,0.1917,0.05844,0.546,0.204,0.1836,0.0457,0.05597,0.715,0.001146,1.81e-05,0.4412,0.5576,0.00918,0.0005684,0.893,0.0971
/mnt/lake/VBags/161123/frame0037.jpg,Autumn,0.2097,0.0902,0.544,0.1559,0.03128,0.04208,0.01283,0.914,0.004826,0.000613,0.799,0.1958,0.02704,0.003603,0.6553,0.3142
/mnt/lake/VBags/161123/frame0308.jpg,Autumn,0.2952,0.06287,0.543,0.0989,0.0526,0.0841,0.0655,0.798,0.0007763,5.7e-06,0.965,0.0346,0.01017,0.001443,0.9155,0.0728
/mnt/lake/VBags/161123/frame0316.jpg,Autumn,0.2317,0.04636,0.514,0.2078,0.154,0.06033,0.05078,0.735,0.005527,0.0001544,0.974,0.02022,0.01262,0.0002968,0.957,0.03027
/mnt/lake/VBags/161123/frame0034.jpg,Autumn,0.1403,0.266,0.4895,0.1042,0.1126,0.0705,0.05933,0.758,0.001211,0.0001446,0.757,0.2418,0.00727,0.002512,0.827,0.163
/mnt/lake/VBags/161123/frame0196.jpg,Autumn,0.3508,0.0747,0.3296,0.2449,0.08307,0.0411,0.03687,0.839,0.007202,0.0001554,0.9434,0.04922,0.01489,0.001096,0.8926,0.0912
/mnt/lake/VBags/161123/frame0186.jpg,Autumn,0.435,0.1412,0.01512,0.4087,0.2695,0.0737,0.01999,0.6367,0.1705,0.0892,0.2025,0.5376,0.8057,0.000533,0.00828,0.1854
/mnt/lake/VBags/161123/frame0320.jpg,Autumn,0.3042,0.03412,0.2191,0.4426,0.03305,0.02419,0.00631,0.9365,0.0082,0.0003958,0.963,0.02863,0.03403,0.000533,0.6323,0.3333
/mnt/lake/VBags/161123/frame0311.jpg,Autumn,0.257,0.066,0.2913,0.3857,0.002367,0.02505,0.00226,0.97,0.001324,7.35e-05,0.5957,0.403,0.0066,0.002928,0.3777,0.613
/mnt/lake/VBags/161123/frame0017.jpg,Autumn,0.1964,0.02498,0.2445,0.534,0.00424,0.0008745,0.005527,0.9893,0.0003655,1.967e-05,0.785,0.2146,0.001656,2.4e-05,0.1538,0.8447
/mnt/lake/VBags/161123/frame0267.jpg,Autumn,0.2338,0.05728,0.305,0.404,0.0656,0.03857,0.01767,0.878,0.001705,3.797e-05,0.97,0.02795,0.007793,0.0009756,0.68,0.3113
/mnt/lake/VBags/161123/frame0312.jpg,Autumn,0.232,0.02771,0.1385,0.6016,0.003918,0.004513,0.002098,0.9893,0.001298,9.48e-05,0.7046,0.2937,0.00908,0.0002537,0.2915,0.699
/mnt/lake/VBags/161123/frame0263.jpg,Autumn,0.2051,0.04102,0.333,0.421,0.007786,0.01388,0.005188,0.973,0.001225,8.875e-05,0.754,0.2448,0.0215,0.000691,0.546,0.432
/mnt/lake/VBags/161123/frame0282.jpg,Autumn,0.5166,0.0817,0.1458,0.2559,0.0558,0.03955,0.004436,0.9004,0.004963,0.0002844,0.991,0.003466,0.0634,0.003159,0.5566,0.3767
/mnt/lake/VBags/161123/frame0057.jpg,Autumn,0.4026,0.032,0.3135,0.252,0.04135,0.00982,0.00789,0.941,0.0001663,5.656e-05,0.9404,0.0592,0.02501,0.000636,0.5024,0.472
/mnt/lake/VBags/161123/frame0245.jpg,Autumn,0.4631,0.11896,0.2155,0.2024,0.046,0.00838,0.00728,0.9385,0.0002065,2.754e-05,0.9097,0.0901,0.006916,0.000981,0.684,0.3083
/mnt/lake/VBags/161123/frame0198.jpg,Autumn,0.4236,0.0376,0.282,0.2568,0.05597,0.01733,0.00928,0.9175,0.000633,6.56e-05,0.948,0.05106,0.0359,0.000884,0.7437,0.2197
/mnt/lake/VBags/161123/frame0063.jpg,Autumn,0.2737,0.05557,0.451,0.2198,0.01643,0.02428,0.004353,0.955,0.0007386,6.82e-05,0.715,0.2844,0.02464,0.001785,0.43,0.5435
/mnt/lake/VBags/161123/frame0265.jpg,Autumn,0.3264,0.0493,0.3315,0.2927,0.00959,0.01878,0.00833,0.9634,0.000924,3.21e-05,0.6753,0.324,0.007015,0.00111,0.584,0.4077
/mnt/lake/VBags/161123/frame0197.jpg,Autumn,0.4177,0.0621,0.2783,0.2418,0.0386,0.012146,0.0142,0.935,0.0009565,2.414e-05,0.817,0.1823,0.00712,0.000532,0.749,0.2432
/mnt/lake/VBags/161123/frame0147.jpg,Autumn,0.4568,0.06085,0.1268,0.3557,0.04004,0.002768,0.002258,0.955,0.0003514,9.17e-05,0.882,0.1175,0.01359,0.0002064,0.3616,0.6245
/mnt/lake/VBags/161123/frame0283.jpg,Autumn,0.2291,0.0883,0.4348,0.2477,0.00576,0.0342,0.006134,0.954,0.00186,0.0001316,0.786,0.2117,0.011,0.002035,0.639,0.3477
/mnt/lake/VBags/161123/frame0058.jpg,Autumn,0.2222,0.071,0.2292,0.4778,0.004093,0.00908,0.001136,0.986,0.001567,0.000493,0.7505,0.2474,0.01768,0.0009375,0.1553,0.826
/mnt/lake/VBags/161123/frame0275.jpg,Autumn,0.4038,0.0713,0.03757,0.4873,0.0077,0.01352,0.001109,0.9775,0.002192,0.0001785,0.2532,0.744,0.02727,0.001236,0.3884,0.583
/mnt/lake/VBags/161123/frame0194.jpg,Autumn,0.4246,0.04764,0.2495,0.2783,0.02223,0.08655,0.003153,0.888,0.003168,0.004574,0.5806,0.4116,0.1606,0.00906,0.4795,0.3508
/mnt/lake/VBags/161123/frame0259.jpg,Autumn,0.3652,0.04364,0.1571,0.4338,0.005695,0.005188,0.0006804,0.9883,0.0007806,0.000405,0.7207,0.2778,0.03452,0.0006943,0.2715,0.6934
/mnt/lake/VBags/161123/frame0032.jpg,Autumn,0.3298,0.096,0.2339,0.3403,0.03793,0.00659,0.00702,0.948,0.00075,3.22e-05,0.81,0.1893,0.00718,0.000405,0.6465,0.346
/mnt/lake/VBags/161123/frame0315.jpg,Autumn,0.3577,0.0652,0.2136,0.3635,0.01624,0.02289,0.00257,0.9585,0.006203,0.0004091,0.8784,0.1152,0.02351,0.00173,0.5024,0.4722
/mnt/lake/VBags/161123/frame0306.jpg,Autumn,0.5483,0.07776,0.0569,0.3171,0.02025,0.06042,0.003153,0.916,0.00569,0.0002747,0.4736,0.5205,0.05957,0.00658,0.208,0.726
/mnt/lake/VBags/161123/frame0062.jpg,Autumn,0.373,0.1102,0.2905,0.2262,0.10046,0.1417,0.01541,0.742,0.01106,0.00861,0.8516,0.1285,0.05936,0.008286,0.69,0.2422
/mnt/lake/VBags/161123/frame0264.jpg,Autumn,0.4792,0.06287,0.1763,0.2817,0.00764,0.005768,0.001267,0.9854,0.006348,0.000154,0.6577,0.336,0.01079,0.0007343,0.3105,0.678
/mnt/lake/VBags/161123/frame0192.jpg,Autumn,0.4856,0.0805,0.1002,0.3337,0.006424,0.0092,0.0006986,0.984,0.003365,0.001403,0.2217,0.7734,0.0328,0.001333,0.2074,0.7583
/mnt/lake/VBags/161123/frame0346.jpg,Autumn,0.2493,0.0822,0.386,0.2825,0.00404,0.00588,0.001158,0.989,0.001023,0.0001619,0.771,0.2279,0.01011,0.001599,0.4102,0.578
/mnt/lake/VBags/161127/frame0250.jpg,Autumn,0.188,0.03476,0.495,0.2822,0.00405,0.01328,0.00689,0.9756,0.0008097,0.0002112,0.861,0.1383,0.00368,0.000337,0.782,0.2139
/mnt/lake/VBags/161127/frame0028.jpg,Autumn,0.3171,0.073,0.4402,0.1697,0.01205,0.008286,0.00731,0.972,0.0003905,1.81e-05,0.8125,0.187,0.01967,0.000516,0.704,0.2756
/mnt/lake/VBags/161127/frame0130.jpg,Autumn,0.2004,0.03122,0.4377,0.3306,0.00489,0.001638,0.001379,0.992,0.0001328,2.5e-05,0.9424,0.0575,0.01343,0.0001613,0.4243,0.562
/mnt/lake/VBags/161127/frame0177.jpg,Autumn,0.3096,0.06003,0.3735,0.2568,0.00537,0.001025,0.001638,0.992,0.001,0.0002098,0.9688,0.03018,0.00556,0.00011724,0.2188,0.7754
/mnt/lake/VBags/161127/frame0246.jpg,Autumn,0.3672,0.09283,0.3342,0.2059,0.0339,0.01843,0.03134,0.9165,0.000776,5e-06,0.9487,0.0503,0.008644,0.0003052,0.868,0.1231
/mnt/lake/VBags/161127/frame0090.jpg,Autumn,0.404,0.1006,0.2651,0.2302,0.01338,0.01447,0.004147,0.968,0.00143,2.81e-05,0.685,0.3135,0.01456,0.0005918,0.7017,0.2834
/mnt/lake/VBags/161127/frame0056.jpg,Autumn,0.2487,0.05133,0.2566,0.4434,0.004562,0.00866,0.00119,0.9854,0.0001959,5.48e-05,0.6826,0.3174,0.008385,0.00087,0.3247,0.666
/mnt/lake/VBags/161127/frame0229.jpg,Autumn,0.3867,0.04916,0.2383,0.3257,0.008545,0.002094,0.001791,0.988,0.00081,0.0004992,0.6396,0.359,0.0618,0.0001352,0.314,0.624
/mnt/lake/VBags/161127/frame0027.jpg,Autumn,0.3333,0.3132,0.2328,0.1207,0.01484,0.004818,0.00326,0.977,0.0006547,5.5e-05,0.8394,0.1602,0.01804,0.0007105,0.6665,0.3147
/mnt/lake/VBags/161127/frame0035.jpg,Autumn,0.3533,0.1833,0.2317,0.2317,0.03616,0.013725,0.002968,0.9473,0.004044,7.945e-05,0.6694,0.3264,0.02948,0.0009327,0.4133,0.556
/mnt/lake/VBags/161127/frame0291.jpg,Autumn,0.3645,0.1147,0.228,0.2927,0.00804,0.02328,0.00926,0.9595,0.0004172,7.45e-06,0.8413,0.1581,0.00853,0.000942,0.553,0.4375
/mnt/lake/VBags/161127/frame0100.jpg,Autumn,0.3389,0.1527,0.2188,0.2898,0.00802,0.001174,0.00379,0.987,0.002062,4.49e-05,0.643,0.355,0.003284,0.0002825,0.3403,0.6562
/mnt/lake/VBags/161127/frame0033.jpg,Autumn,0.3066,0.4126,0.1642,0.1164,0.04077,0.05234,0.02148,0.8853,0.001016,3.53e-05,0.841,0.158,0.0215,0.003454,0.845,0.1296
/mnt/lake/VBags/161127/frame0247.jpg,Autumn,0.5405,0.10986,0.141,0.2085,0.01286,0.02403,0.003252,0.96,0.0014305,4.494e-05,0.654,0.3445,0.01156,0.002277,0.4546,0.5317
/mnt/lake/VBags/161127/frame0288.jpg,Autumn,0.476,0.0853,0.05017,0.3884,0.02037,0.08057,0.00515,0.894,0.0005383,1.54e-05,0.04083,0.9585,0.013916,0.003202,0.522,0.4607
/mnt/lake/VBags/161127/frame0053.jpg,Autumn,0.4033,0.2192,0.1004,0.277,0.00681,0.0265,0.002544,0.9644,0.0009084,8.06e-05,0.3037,0.6953,0.02208,0.001813,0.5186,0.4575
/mnt/lake/VBags/161127/frame0066.jpg,Autumn,0.378,0.1153,0.05795,0.4487,0.02232,0.01071,0.00275,0.9644,0.006462,0.000433,0.1979,0.7954,0.012505,0.0007167,0.2251,0.7617
/mnt/lake/VBags/161127/frame0245.jpg,Autumn,0.341,0.0469,0.0918,0.52,0.006927,0.01056,0.00157,0.981,0.001431,2.31e-05,0.1965,0.8022,0.0197,0.0007524,0.2401,0.7393
/mnt/lake/VBags/161127/frame0058.jpg,Autumn,0.302,0.1382,0.1471,0.4126,0.02393,0.09766,0.00827,0.87,0.001284,0.0001764,0.1965,0.802,0.019,0.004726,0.7017,0.2747
/mnt/lake/VBags/161127/frame0067.jpg,Autumn,0.4731,0.1971,0.03372,0.2961,0.009735,0.0273,0.000891,0.962,0.02684,0.001502,0.3704,0.601,0.02997,0.002499,0.07776,0.8896
/mnt/lake/VBags/161127/frame0289.jpg,Autumn,0.4548,0.1838,0.0896,0.2717,0.005672,0.02351,0.00196,0.9688,0.0003178,3.98e-05,0.566,0.4338,0.007446,0.002697,0.522,0.4678
/mnt/lake/VBags/161127/frame0025.jpg,Autumn,0.3179,0.1116,0.1624,0.4082,0.02412,0.0096,0.002792,0.9634,0.0001763,3.016e-05,0.808,0.1919,0.010544,0.00132,0.567,0.4211
/mnt/lake/VBags/161127/frame0057.jpg,Autumn,0.2878,0.0349,0.18,0.4973,0.01062,0.001817,0.001155,0.9863,0.000676,0.0001384,0.5425,0.4568,0.0227,0.0001436,0.3442,0.633
/mnt/lake/VBags/161127/frame0332.jpg,Autumn,0.4456,0.08777,0.2206,0.2461,0.007477,0.01105,0.00211,0.9795,0.0004623,4.613e-05,0.81,0.1895,0.02052,0.001738,0.432,0.546
/mnt/lake/VBags/161127/frame0031.jpg,Autumn,0.2211,0.1891,0.1832,0.4065,0.002878,0.003262,0.0005755,0.993,0.000316,8.71e-05,0.7686,0.2308,0.005657,0.000742,0.3499,0.6436
/mnt/lake/VBags/161127/frame0329.jpg,Autumn,0.412,0.05847,0.154,0.3752,0.007088,0.00362,0.001021,0.9883,0.0003238,7.17e-05,0.943,0.05664,0.03076,0.0006385,0.3108,0.6577
/mnt/lake/VBags/161127/frame0089.jpg,Autumn,0.703,0.07764,0.06744,0.152,0.02477,0.02637,0.004654,0.9443,0.00115,2.46e-05,0.5957,0.403,0.06445,0.002008,0.3123,0.621
/mnt/lake/VBags/161127/frame0292.jpg,Autumn,0.4543,0.09375,0.08673,0.3652,0.00942,0.02641,0.003256,0.961,0.001391,5.61e-05,0.4875,0.5107,0.03029,0.001966,0.369,0.5986
/mnt/lake/VBags/161127/frame0129.jpg,Autumn,0.516,0.071,0.07434,0.3386,0.02768,0.00972,0.002005,0.9604,0.0006585,0.0001493,0.7627,0.2363,0.131,0.000791,0.2905,0.5776
/mnt/lake/VBags/161127/frame0275.jpg,Autumn,0.522,0.1472,0.0378,0.293,0.01243,0.02715,0.003452,0.957,0.001162,3.76e-05,0.4333,0.5654,0.01493,0.002634,0.4644,0.518
/mnt/lake/VBags/161127/frame0101.jpg,Autumn,0.4504,0.2817,0.01918,0.2487,0.02116,0.00487,0.0008874,0.973,0.00718,0.0005846,0.5234,0.469,0.0291,0.001518,0.1188,0.8506
/mnt/lake/VBags/161127/frame0237.jpg,Autumn,0.4456,0.262,0.00925,0.2832,0.00635,0.005783,0.0001719,0.988,0.001101,8.35e-05,0.1499,0.849,0.00963,0.001753,0.10846,0.8804
/mnt/lake/VBags/161127/frame0238.jpg,Autumn,0.3208,0.1338,0.03278,0.5127,0.001012,0.004066,0.000148,0.9946,0.0002565,5.996e-05,0.11273,0.8867,0.005833,0.001386,0.04178,0.951
/mnt/lake/VBags/161127/frame0225.jpg,Autumn,0.3574,0.1315,0.014984,0.496,0.007687,0.01602,0.000354,0.976,0.0002354,2.33e-05,0.06274,0.937,0.0205,0.00416,0.10406,0.871
/mnt/lake/VBags/161127/frame0104.jpg,Autumn,0.625,0.10864,0.0288,0.2373,0.004314,0.004116,0.0001343,0.991,0.002094,0.001103,0.4023,0.5947,0.03952,0.001037,0.07385,0.8857
/mnt/lake/VBags/161127/frame0226.jpg,Autumn,0.6094,0.1338,0.0184,0.2385,0.00396,0.01164,0.0001634,0.9844,0.000673,0.0001868,0.10223,0.897,0.0453,0.005,0.068,0.882
/mnt/lake/VBags/161127/frame0038.jpg,Autumn,0.594,0.1573,0.06165,0.1869,0.013275,0.0396,0.002005,0.9453,0.0016575,4.89e-05,0.4219,0.5767,0.04984,0.003609,0.4954,0.4512
/mnt/lake/VBags/161127/frame0029.jpg,Autumn,0.4304,0.296,0.1465,0.1272,0.01301,0.01498,0.0010195,0.971,0.001268,0.0009284,0.617,0.3804,0.04886,0.005398,0.4287,0.517
/mnt/lake/VBags/161127/frame0096.jpg,Autumn,0.6475,0.1161,0.009094,0.2273,0.02443,0.01414,0.000631,0.961,0.003933,0.0001637,0.1597,0.8364,0.07764,0.001914,0.2283,0.6924
/mnt/lake/VBags/161127/frame0054.jpg,Autumn,0.519,0.1332,0.03818,0.3098,0.01038,0.02414,0.001028,0.9644,0.00098,0.0001276,0.2307,0.768,0.07416,0.001564,0.3223,0.602
/mnt/lake/VBags/161216/frame0434.jpg,Winter,0.10864,0.03583,0.001032,0.8545,0.000755,0.000842,2.84e-05,0.9985,7.75e-06,4.9e-06,0.0003102,0.9995,0.0008683,8.464e-05,0.001264,0.9976
/mnt/lake/VBags/161216/frame0127.jpg,Winter,0.139,0.03302,0.002392,0.8257,0.006287,0.0002515,4.655e-05,0.9937,5.6e-05,5.1e-05,0.007812,0.992,0.001221,9.2e-06,0.00382,0.995
/mnt/lake/VBags/161216/frame0429.jpg,Winter,0.1349,0.03802,0.001131,0.826,0.0005355,0.000709,1.95e-05,0.9985,3e-06,2.545e-05,0.0004044,0.9995,0.0009685,6e-05,0.001186,0.9976
/mnt/lake/VBags/161216/frame0432.jpg,Winter,0.1494,0.05246,0.002695,0.7954,0.00218,0.001114,3.016e-05,0.9966,8.76e-06,2.14e-05,0.001245,0.9985,0.001317,0.0001867,0.006184,0.992
/mnt/lake/VBags/161216/frame0426.jpg,Winter,0.1498,0.05096,0.00217,0.797,0.0006876,0.0002866,1.22e-05,0.999,6.7e-06,4.184e-05,0.002714,0.997,0.0004575,3.11e-05,0.001431,0.998
/mnt/lake/VBags/161216/frame0422.jpg,Winter,0.177,0.05484,0.01114,0.757,0.00152,0.002668,0.0001874,0.9956,0.0001265,0.0002806,0.02129,0.9785,0.00184,0.000253,0.014694,0.9834
/mnt/lake/VBags/161216/frame0126.jpg,Winter,0.1805,0.0334,0.001742,0.784,0.000924,0.001168,4.673e-05,0.998,4.86e-05,0.0001451,0.01017,0.9897,0.004898,3.92e-05,0.001258,0.9937
/mnt/lake/VBags/161216/frame0462.jpg,Winter,0.1392,0.1528,0.001302,0.7065,0.001896,0.0004165,3.11e-05,0.9976,1.764e-05,0.0001583,0.0004044,0.9995,0.0005794,1.16e-05,0.000194,0.999
/mnt/lake/VBags/161216/frame0123.jpg,Winter,0.1912,0.0961,0.002157,0.7104,0.00186,0.004128,0.00011,0.994,0.0002778,0.002893,0.0138,0.983,0.002048,0.000206,0.001302,0.9966
/mnt/lake/VBags/161216/frame0122.jpg,Winter,0.2499,0.0477,0.001764,0.7007,0.001672,0.001452,7.7e-05,0.9966,0.0002276,0.0008454,0.011856,0.9873,0.003119,4.18e-05,0.001406,0.9956
/mnt/lake/VBags/161216/frame0469.jpg,Winter,0.5605,0.3047,0.001959,0.133,0.00072,0.000954,1.025e-05,0.9985,0.004154,0.0681,0.0167,0.911,0.004265,3.36e-05,1.54e-05,0.9956
/mnt/lake/VBags/161216/frame0337.jpg,Winter,0.3105,0.05835,0.003788,0.6274,0.0007787,0.000588,1.28e-05,0.9985,0.0003002,0.000574,0.0685,0.9307,0.005726,5.36e-05,0.0004926,0.9937
/mnt/lake/VBags/161216/frame0454.jpg,Winter,0.724,0.09503,0.0139,0.1667,0.001987,0.0003145,0.000107,0.9976,0.007866,0.00851,0.0453,0.9385,0.00225,1.615e-05,0.000686,0.997
/mnt/lake/VBags/161216/frame0458.jpg,Winter,0.3718,0.3718,0.00454,0.2517,0.00433,0.0003338,3.06e-05,0.995,0.00085,0.0206,0.001717,0.977,0.003483,1.234e-05,0.0002604,0.996
/mnt/lake/VBags/161216/frame0370.jpg,Winter,0.435,0.1135,0.00946,0.442,0.0004234,0.0009108,2.545e-05,0.9985,0.0001159,0.0002165,0.1037,0.896,0.00283,0.0001867,0.00474,0.992
/mnt/lake/VBags/161216/frame0467.jpg,Winter,0.5186,0.1908,0.004086,0.2864,0.0009103,0.000855,1.32e-05,0.998,0.0008497,0.014595,0.00819,0.9766,0.00365,2.79e-05,4.524e-05,0.996
/mnt/lake/VBags/161216/frame0421.jpg,Winter,0.3208,0.0863,0.012245,0.5806,0.001476,0.001243,6.485e-05,0.997,0.000263,0.0001646,0.09,0.9097,0.001748,0.0003607,0.03403,0.964
/mnt/lake/VBags/161216/frame0395.jpg,Winter,0.764,0.07684,0.00395,0.1553,0.000329,0.003428,1.4e-05,0.996,0.0004156,0.0007014,0.02673,0.972,0.007008,0.0003953,0.000338,0.992
/mnt/lake/VBags/161216/frame0223.jpg,Winter,0.6304,0.05017,0.01192,0.3074,0.001922,0.002468,3.81e-05,0.9956,0.02707,0.0771,0.1292,0.7666,0.0938,0.0001701,0.0017185,0.9043
/mnt/lake/VBags/161216/frame0219.jpg,Winter,0.603,0.1016,0.01464,0.2805,0.003588,0.00126,0.0002189,0.995,0.005558,0.0001348,0.2135,0.781,0.006588,0.000229,0.01556,0.9775
/mnt/lake/VBags/161216/frame0459.jpg,Winter,0.1333,0.579,0.00559,0.2822,0.01098,0.0008597,0.0001426,0.988,0.0004883,0.012794,0.001652,0.985,0.001409,3.755e-05,0.001387,0.997
/mnt/lake/VBags/161216/frame0120.jpg,Winter,0.345,0.1438,0.00934,0.502,0.02623,0.00456,0.0002823,0.9688,0.0002252,0.0002983,0.007572,0.9917,0.00502,0.0002276,0.0079,0.987
/mnt/lake/VBags/161216/frame0156.jpg,Winter,0.2505,0.1862,0.007565,0.5557,0.001726,0.000635,6.09e-05,0.9976,2.69e-05,0.0001782,0.007576,0.992,0.001834,8.315e-05,0.002546,0.9956
